University Name,City,Category,Website,Website Domain,Confidence,Source
Goa College of Hospitality & Culinary Education,Porvorim,General Education Colleges,https://goahospitalitycollege.com/,goahospitalitycollege.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Goa
Goa Vidyaprasarak Mandal's Gopal Govind Poy Raiturcar College of Commerce & Economics,Ponda,General Education Colleges,https://gvmcommercecollege.ac.in/,gvmcommercecollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
"Government College of Arts, Science & Commerce, Quepem",Quepem,General Education Colleges,https://gcq.ac.in/,gcq.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
"Government College of Arts, Science & Commerce, Sanquelim",Sanquelim,General Education Colleges,https://gcascs.ac.in/,gcascs.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
"Government College of Arts, Science and Commerce, Khandola",Khandola,General Education Colleges,https://khandolacollege.edu.in/,khandolacollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
"Government College of Commerce & Economics, Borda-Margao",Margao,General Education Colleges,https://gccem.ac.in/,gccem.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Kamaxi College of Culinary Arts,Goa,General Education Colleges,https://www.kamaxicollege.edu.in/,www.kamaxicollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
MES College,Zuarinagar,General Education Colleges,https://mescollege.edu.in/,mescollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
"Mandre College of Commerce, Economics and Management",Mandrem,General Education Colleges,http://www.mandrecollege.ac.in/,www.mandrecollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Parvatibai Chowgule College,Margao,General Education Colleges,https://www.chowgules.ac.in/,www.chowgules.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Ponda Education Society's Shri Ravi S. Naik College of Arts & Science,Ponda,General Education Colleges,http://pesrsncollege.edu.in/,pesrsncollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
"Sant Sohirobanath Ambiye Govt. College of Arts & Commerce, Pernem",Pernem,General Education Colleges,https://ssagcpernem.in/,ssagcpernem.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Saraswat Vidyalaya's Sridora Caculo College of Commerce & Management Studies,Mapusa,General Education Colleges,https://caculocollege.ac.in/,caculocollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Sateri Pisani Education Society's Gopal Gaonkar Memorial Goa Multi-Faculty College,Dhargalim,General Education Colleges,https://www.gmfc.ac.in/,www.gmfc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
"St. Joseph Vaz Educational Society's St. Joseph Vaz College, Cortalim",Cortalim,General Education Colleges,https://sjvc.ac.in/,sjvc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Swami Brahmanand Mahavidyalayam,Goa,General Education Colleges,https://brahmanandmahavidyalaya.in/,brahmanandmahavidyalaya.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Swami Vivekanand Vidyaprasarak Mandal's College of Commerce,Borim,General Education Colleges,https://svvmcollege.com/,svvmcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
"Vidya Prabodhini College of Commerce, Education, Computer & Management",Porvorim,General Education Colleges,https://vidyaprabodhinicollege.edu.in/,vidyaprabodhinicollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Vidya Vikas Mandal's Shree Damodar College of Commerce & Economics,Margao,General Education Colleges,https://www.damodarcollege.edu.in/,www.damodarcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Zantye Brothers Educational Foundation's Narayan Zantye College of Commerce,Bicholim,General Education Colleges,https://zantyecollege.ac.in/,zantyecollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Agnel Institute of Technology and Design,Assagao,Professional Colleges,https://aitdgoa.edu.in/,aitdgoa.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
"All India Institute of Ayurveda, Goa",Goa,Professional Colleges,https://aiiagoa.org/,aiiagoa.org,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Bharateeya Sanskriti Prabodhini's Gomantak Ayurveda Mahavidyalaya & Research Centre,Shiroda,Professional Colleges,https://gamrc.org/,gamrc.org,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Devi Sharvani Education Society's V. M. Salgaocar College of Law,Panaji,Professional Colleges,https://vmslaw.edu.in/,vmslaw.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Don Bosco College of Agriculture,Sulcorna,Professional Colleges,https://donboscocollegeofagriculture.com/,donboscocollegeofagriculture.com,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Don Bosco College of Engineering,Fatorda,Professional Colleges,https://dbcegoa.ac.in/,dbcegoa.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Ganpat Parsekar College of Education,Harmal,Professional Colleges,https://gpcoe.edu.in/,gpcoe.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Goa College of Architecture,Panaji,Professional Colleges,https://gcarch.goa.gov.in/,gcarch.goa.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Goa College of Art,Panaji,Professional Colleges,https://goacollegeofart.com/,goacollegeofart.com,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Goa College of Music,Panaji,Professional Colleges,https://goacollegeofmusic.edu.in,goacollegeofmusic.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Goa College of Pharmacy,Panaji,Professional Colleges,https://gcp.goa.gov.in,gcp.goa.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Goa Dental College,Bambolim,Professional Colleges,https://gdch.goa.gov.in,gdch.goa.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Goa Engineering College,Farmagudi,Professional Colleges,https://www.gec.ac.in,www.gec.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Goa Medical College,Bambolim,Professional Colleges,https://gmcgoa.edu.in,gmcgoa.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Goa Vidyaprasarak Mandal's Dr. Dada Vaidya College of Education,Ponda,Professional Colleges,https://gvmcollege.edu.in,gvmcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Harmal Panchakroshi Shikshan Mandal's College of Nursing,Harmal,Professional Colleges,https://hpsmcollegeofnursing.com,hpsmcollegeofnursing.com,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Institute of Nursing Education,Bambolim,Professional Colleges,https://nursinginstitutegoa.org,nursinginstitutegoa.org,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Institute of Psychiatry and Human Behaviour,Bambolim,Professional Colleges,https://iphb.goa.gov.in,iphb.goa.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
J. D. Institute of Fashion Technology,Panaji,Professional Colleges,https://www.jdinstitute.edu.in,www.jdinstitute.edu.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Goa
Kala Academy's College of Theatre Arts,Panaji,Professional Colleges,https://kagcta.ac.in,kagcta.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
National Institute of Hydrography,Goa,Professional Colleges,https://nih.indiannavy.gov.in,nih.indiannavy.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Nirmala Institute of Education,Altinho,Professional Colleges,https://www.nirmalainstitute.org,www.nirmalainstitute.org,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Padre Conceição College of Engineering,Verna,Professional Colleges,https://pccegoa.edu.in,pccegoa.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Ponda Education Society's College of Education,Ponda,Professional Colleges,https://www.pescoe.com,www.pescoe.com,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Ponda Education Society's Rajaram & Tarabai Bandekar College of Pharmacy,Ponda,Professional Colleges,https://pespharma.edu.in,pespharma.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Ramanatha Crisna Pai Raikar School of Agriculture,Goa,Professional Colleges,https://rcpragrischool.org/,rcpragrischool.org,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Shree Rayeshwar Institute of Engineering and Information Technology,Shiroda,Professional Colleges,https://ritgoa.ac.in/,ritgoa.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Shri Kamaxshi Devi Homeopathic Medical College & Hospital,Shiroda,Professional Colleges,https://homoeopathycollegegoa.in/,homoeopathycollegegoa.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
V.M. Salgaocar Institute of International Hospitality Education,Raia,Professional Colleges,https://vmsiihe.edu.in/,vmsiihe.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Vidya Vikas Mandal's Govind Ramnath Kare College of Law,Margao,Professional Colleges,https://www.grkarelaw.edu.in/,www.grkarelaw.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Vrundavan Institute of Nursing Education,Goa,Professional Colleges,http://www.vrundavaninstituteofnursing.com/,www.vrundavaninstituteofnursing.com,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Central Coastal Agricultural Research Institute,Old Goa,Recognized Institutes,https://ccari.res.in/,ccari.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
National Centre for Polar and Ocean Research,Vasco da Gama,Recognized Institutes,https://ncpor.res.in/,ncpor.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
National Institute of Malaria Research,Panaji,Recognized Institutes,https://nimr.icmr.org.in/,nimr.icmr.org.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Goa
National Institute of Oceanography,Dona Paula,Recognized Institutes,https://nio.res.in/,nio.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Thomas Stephens Konknni Kendr,Porvorim,Recognized Institutes,https://www.tskk.org/,www.tskk.org,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
Xavier Centre of Historical Research,Porvorim,Recognized Institutes,https://xchr.in/,xchr.in,high,wikipedia:List_of_institutions_of_higher_education_in_Goa
