University Name,City,Category,Website,Website Domain,Confidence,Source
Tata Institute of Social Sciences Guwahati,Guwahati,Deemed University,https://tiss.ac.in/view/15/guwahati-campus/,tiss.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Assam Agricultural University,Jorhat,State University,https://aau.ac.in/,aau.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Assam Science and Technology University,Guwahati,State University,https://astu.ac.in/,astu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Assam Skill University,Mangaldai,State University,https://asu.ac.in/,asu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Assam Veterinary and Fishery University,Khanapara,State University,https://www.avfu.ac.in/,www.avfu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Assam Women's University,Jorhat,State University,https://awu.ac.in/,awu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Bhattadev University,Pathsala,State University,https://www.bhattadevuniversity.ac.in/,www.bhattadevuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Birangana Sati Sadhani Rajyik Vishwavidyalaya,Golaghat,State University,https://bssrv.ac.in/,bssrv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Gauhati University,Guwahati,State University,https://gauhati.ac.in/,gauhati.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Gurucharan University,Silchar,State University,https://www.gurucharanuniversity.ac.in/,www.gurucharanuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Jagannath Barooah University,Jorhat,State University,https://jbu.ac.in/,jbu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Kokrajhar University,Kokrajhar,State University,https://kokrajharuniversity.ac.in/,kokrajharuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Krishna Kanta Handique State Open University,Guwahati,State University,https://kkhsou.ac.in/,kkhsou.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Kumar Bhaskar Varma Sanskrit and Ancient Studies University,Nalbari,State University,https://kbvsasun.ac.in/,kbvsasun.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Madhabdev University,Narayanpur,State University,https://madhabdevuniversity.ac.in/,madhabdevuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Majuli University of Culture,Majuli,State University,https://muoc.ac.in/,muoc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nagaon University,Nagaon,State University,https://nagaonuniversity.ac.in/,nagaonuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"National Law University and Judicial Academy, Assam",Guwahati,State University,https://www.nluassam.ac.in/,www.nluassam.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
North Lakhimpur University,North Lakhimpur,State University,https://nlu.ac.in/,nlu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Rabindranath Tagore University, Assam",Hojai,State University,https://rtuassam.ac.in/,rtuassam.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Sibsagar University,Sivasagar,State University,https://sibsagaruniversity.ac.in/,sibsagaruniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Sri Sri Aniruddhadeva Sports University,Chabua,State University,https://sasu.ac.in/,sasu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Srimanta Sankaradeva University of Health Sciences,Guwahati,State University,https://www.ssuhs.ac.in/,www.ssuhs.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
University of Bongaigaon,Bongaigaon,State University,https://www.bongaigaonuniversity.ac.in/,www.bongaigaonuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Assam Down Town University,Guwahati,Private University,https://adtu.in/,adtu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Auniati University,Jorhat,Private University,https://auniv.ac.in/,auniv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
EdTech Skill University,Tinsukia,Private University,,,low,wikipedia:List_of_institutions_of_higher_education_in_Assam
Kaziranga University,Jorhat,Private University,https://www.kzu.ac.in/,www.kzu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Krishnaguru Adhyatmik Vishvavidyalaya,Barpeta,Private University,https://kav.ac.in/,kav.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Mahapurusha Srimanta Sankaradeva Viswavidyalaya,Nagaon,Private University,https://mssv.ac.in/,mssv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Pragjyotishpur University,Guwahati,Private University,https://pju.edu.in/,pju.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Swami Vivekanand University, Kokrajhar",Kokrajhar,Private University,https://swamivivekananduniversity.edu.in/,swamivivekananduniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Assam Engineering College,Guwahati,Engineering College,https://aec.ac.in/,aec.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Gauhati University Institute of Science and Technology,Guwahati,Engineering College,https://gauhati.ac.in/academic/institutes/gauhati-university-institute-of-science-and-technology,gauhati.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Girijananda Chowdhury Institute of Management and Technology,Guwahati,Engineering College,https://gimt-guwahati.ac.in/,gimt-guwahati.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Golaghat Engineering College,Golaghat,Engineering College,https://gecassam.ac.in/,gecassam.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Jorhat Institute of Science & Technology,Jorhat,Engineering College,https://jist.ac.in/,jist.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"School of Engineering, Tezpur University",Tezpur,Engineering College,https://www.tezu.ernet.in/soe/,www.tezu.ernet.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dhubri Medical College and Hospital,Dhubri,Medical College,https://dhubri-mch.assam.gov.in/,dhubri-mch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Diphu Medical College and Hospital,Diphu,Medical College,https://diphumch.assam.gov.in/,diphumch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"ESIC Medical College & Hospital, Beltola",Guwahati,Medical College,https://guwahatihospital.esic.gov.in/,guwahatihospital.esic.gov.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Assam
Fakhruddin Ali Ahmed Medical College and Hospital,Barpeta,Medical College,https://faamch.assam.gov.in/,faamch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Jorhat Medical College and Hospital,Jorhat,Medical College,https://jorhatmch.assam.gov.in/,jorhatmch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Kokrajhar Medical College and Hospital,Kokrajhar,Medical College,https://kokrajharmch.assam.gov.in/,kokrajharmch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Lakhimpur Medical College and Hospital,North Lakhimpur,Medical College,https://lakhimpur-mch.assam.gov.in/,lakhimpur-mch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nagaon Medical College and Hospital,Nagaon,Medical College,https://nagaonmch.assam.gov.in/,nagaonmch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nalbari Medical College and Hospital,Nalbari,Medical College,https://nalbarimch.assam.gov.in/,nalbarimch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Pragjyotishpur Medical College & Hospital,Guwahati,Medical College,https://pragjyotishpur-mch.assam.gov.in/,pragjyotishpur-mch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Silchar Medical College and Hospital,Silchar,Medical College,https://silchar-mch.assam.gov.in/,silchar-mch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Tinsukia Medical College & Hospital,Makum,Medical College,https://tinsukiamch.assam.gov.in/,tinsukiamch.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Government Dental College, Dibrugarh",Dibrugarh,Dental College,,,low,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Government Dental College, Silchar",Silchar,Dental College,,,low,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Regional Dental College, Guwahati",Guwahati,Dental College,https://rdc.edu.in/,rdc.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
A. K. Chanda Law College,Silchar,Law College,,,low,wikipedia:List_of_institutions_of_higher_education_in_Assam
BRM Government Law College,Guwahati,Law College,https://brmgovtlawcollegeghy.org/,brmgovtlawcollegeghy.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Bongaigaon Law College,Bongaigaon,Law College,https://bongaigaonlawcollege.com/,bongaigaonlawcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
D.H.S.K. Law College,Dibrugarh,Law College,https://dhsklawcollege.in/,dhsklawcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dhemaji Law College,Dhemaji,Law College,,,low,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dhubri Law College,Dhubri,Law College,https://dhubrilawcollege.co.in/,dhubrilawcollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Diphu Law College,Diphu,Law College,,,low,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dispur Law College,Dispur,Law College,https://dispurlawcollege.org/,dispurlawcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dr. Rohini Kanta Barua Law College,Dibrugarh,Law College,https://rkblawcollege.ac.in/,rkblawcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Goalpara Law College,Goalpara,Law College,https://www.goalparalawcollege.co.in/,www.goalparalawcollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Golaghat Law College,Golaghat,Law College,https://golaghatlawcollege.org.in/,golaghatlawcollege.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
JB Law College,Guwahati,Law College,https://www.jblawcollege.ac.in/,www.jblawcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Jorhat Law College,Jorhat,Law College,https://www.jorhatlawcollege.org.in/,www.jorhatlawcollege.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Karimganj Law College,Karimganj,Law College,https://karimganjlawcollege.ac.in/,karimganjlawcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Kokrajhar Law College,Kokrajhar,Law College,https://www.klc.ac.in/,www.klc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Lakhipur Law College,Lakhipur,Law College,,,low,wikipedia:List_of_institutions_of_higher_education_in_Assam
Mangaldai Law College,Mangaldai,Law College,https://mangaldailawcollege.in/,mangaldailawcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Morigaon Law College,Morigaon,Law College,https://morigaonlawcollege.co.in/,morigaonlawcollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
NEF Law College,Guwahati,Law College,https://www.nefcollege.org/,www.nefcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
NERIM Law College,Guwahati,Law College,https://nerimindia.in/,nerimindia.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nalbari Law College,Nalbari,Law College,https://nalbarilawcollege.org/,nalbarilawcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
North Lakhimpur Law College,North Lakhimpur,Law College,http://nlplawcollege.org/,nlplawcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nowgong Law College,Nagaon,Law College,https://nowgonglawcollege.co.in/,nowgonglawcollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
S.I.P.E. Law College,Dibrugarh,Law College,https://sipelawcollege.com/,sipelawcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Tezpur Law College,Tezpur,Law College,https://www.tezpurlawcollege.ac.in/,www.tezpurlawcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Tinsukia Law College,Tinsukia,Law College,https://www.tinsukialawcollege.org/,www.tinsukialawcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"University Law College, Gauhati University",Guwahati,Law College,https://gauhati.ac.in/academic/colleges/university-law-college,gauhati.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Assam Institute of Management,Guwahati,Management,https://aimguwahati.edu.in,aimguwahati.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Assam Rajiv Gandhi University of Cooperative Management,Sivasagar,Management,https://argucom.assam.gov.in,argucom.assam.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
CKB Commerce College,Jorhat,Management,https://ckbcc.ac.in,ckbcc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Don Bosco Institute of Management,Guwahati,Management,https://dbim.ac.in,dbim.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Indian Institute of Bank Management,Guwahati,Management,https://iibm.ac.in,iibm.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Indian Institute of Entrepreneurship,Guwahati,Management,https://iie.gov.in,iie.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
North Eastern Regional Institute of Management,Guwahati,Management,https://nerimindia.in,nerimindia.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Assam
Assam Institute of Hotel Management,Guwahati,Hotel Management,https://aihmguwahati.com/,aihmguwahati.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Institute of Hotel Management, Guwahati",Guwahati,Hotel Management,https://ihmctanghy.org.in/,ihmctanghy.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
North East Institute of Management Science,Jorhat,Hotel Management,https://www.neimscollege.com,www.neimscollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Guwahati College of Architecture,Guwahati,Architecture,https://www.gcap.co.in/,www.gcap.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Jettwings Institute Of Fashion, Design & Architecture",Guwahati,Architecture,https://jettwings.com/,jettwings.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Assam
Bir Lachit Borphukan College,Guwahati,Autonomous,https://blbcollege.org.in/,blbcollege.org.in,low,wikipedia:List_of_institutions_of_higher_education_in_Assam
Debraj Roy College,Golaghat,Autonomous,https://drcollege.ac.in/,drcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Furkating College,Golaghat,Autonomous,https://www.furkatingcollege.edu.in/,www.furkatingcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Lokopriya Gopinath Bordoloi Regional Institute of Mental Health,Tezpur,Autonomous,https://www.lgbrimh.gov.in/,www.lgbrimh.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Anundoram Borooah Institute of Language, Art and Culture",Guwahati,Research Institute,https://abilac.org/,abilac.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Central Muga Eri Research and Training Institute,Jorhat,Research Institute,https://cmerti.res.in/,cmerti.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Defence Research Laboratory, Tezpur",Tezpur,Research Institute,https://www.drdo.gov.in/drdo/labs-establishment/defence-research-laboratory-drl,www.drdo.gov.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Assam
Institute of Advanced Study in Science and Technology,Guwahati,Research Institute,https://iasst.gov.in/,iasst.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"North East Institute of Science and Technology, Jorhat",Jorhat,Research Institute,https://www.neist.res.in/,www.neist.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Omeo Kumar Das Institute of Social Change and Development,Guwahati,Research Institute,https://www.okd.in/,www.okd.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Rain Forest Research Institute,Jorhat,Research Institute,https://rfri.icfre.gov.in/,rfri.icfre.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Tocklai Tea Research Institute,Jorhat,Research Institute,https://www.tocklai.org/,www.tocklai.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Abhayapuri College,Bongaigaon,Arts/Science College,https://www.abhayapuricollege.ac.in,www.abhayapuricollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Amguri College,Sivasagar,Arts/Science College,https://www.amguricollege.com,www.amguricollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Anandaram Dhekial Phookan College,Nagaon,Arts/Science College,https://adpcollege.ac.in,adpcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
B. H. B. College,Barpeta,Arts/Science College,https://www.bhbcollege.ac.in,www.bhbcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"B. N. College, Dhubri",Dhubri,Arts/Science College,https://www.bncollege.co.in,www.bncollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Bahona College,Jorhat,Arts/Science College,https://www.bahonacollege.edu.in,www.bahonacollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Bajali College,Barpeta,Arts/Science College,http://www.bajalicollege.ac.in,www.bajalicollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Bapujee College, Sarukshetri",Sarukshetri,Arts/Science College,https://bapujeecollege.ac.in,bapujeecollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Barpeta Girls' College,Barpeta,Arts/Science College,https://www.barpetagirlscollege.in,www.barpetagirlscollege.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Assam
Bengtol College,Chirang,Arts/Science College,https://www.bengtolcollege.ac.in,www.bengtolcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Bihpuria College,Lakhimpur,Arts/Science College,https://bihpuriacollege.edu.in/,bihpuriacollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Bijni College,Bijni,Arts/Science College,https://bijnicollege.ac.in/,bijnicollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Bilasipara College,Bilasipara,Arts/Science College,https://www.bilasiparacollege.org/,www.bilasiparacollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Birjhora Kanya Mahavidyalaya,Bongaigaon,Arts/Science College,https://bkmac.in/,bkmac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Birjhora Mahavidyalaya,Bongaigaon,Arts/Science College,https://birjhoramahavidyalaya.in/,birjhoramahavidyalaya.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Borholla College,Jorhat,Arts/Science College,https://borhollacollege.edu.in/,borhollacollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"CKB College, Teok",Jorhat,Arts/Science College,https://ckbcollegeteok.com/,ckbcollegeteok.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Cachar College,Silchar,Arts/Science College,https://www.cacharcollege.ac.in/,www.cacharcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Chaygaon College,Kamrup,Arts/Science College,https://chhaygaoncollege.in/,chhaygaoncollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
D. H. S. K. Commerce College,Dibrugarh,Arts/Science College,https://www.dhskcommercecollege.edu.in/,www.dhskcommercecollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
DCB Girls' College,Jorhat,Arts/Science College,https://dcbgirlscollegejorhat.org/,dcbgirlscollegejorhat.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dakha Devi Rasiwasia College,Chabua,Arts/Science College,https://www.ddrcollege.in/,www.ddrcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dakshin Kamrup College,Kamrup,Arts/Science College,https://dkcollegeonline.in/,dkcollegeonline.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dakshin Kamrup Girls' College,Kamrup,Arts/Science College,https://dkgirlscollege.ac.in/,dkgirlscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dergaon Kamal Dowerah College,Dergaon,Arts/Science College,https://dkdcollege.ac.in/,dkdcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dhakuakhana College,Dhakuakhana,Arts/Science College,https://dhakuakhanacollege.ac.in/,dhakuakhanacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dhemaji College,Dhemaji,Arts/Science College,https://www.dhemajicollege.in/,www.dhemajicollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dhemaji Commerce College,Dhemaji,Arts/Science College,https://dhemajicommercecollege.edu.in/,dhemajicommercecollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dhemaji Girls College,Dhemaji,Arts/Science College,https://dgcollege.ac.in/,dgcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dibru College,Dibrugarh,Arts/Science College,https://dibrucollege.edu.in/,dibrucollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dibrugarh City College,Dibrugarh,Arts/Science College,https://nlbcitycollege.org.in/,nlbcitycollege.org.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Assam
Digboi College,Digboi,Arts/Science College,https://www.digboicollege.edu.in/,www.digboicollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dimoria College,Kamrup,Arts/Science College,http://dimoriacollege.ac.in/,dimoriacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Diphu Government College,Diphu,Arts/Science College,https://diphugovernmentcollege.com/,diphugovernmentcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dispur College,Guwahati,Arts/Science College,https://dispurcollege.ac.in/,dispurcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
DoomDooma College,Doomdooma,Arts/Science College,https://www.doomdoomacollege.edu.in/,www.doomdoomacollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dr. Nobin Bordoloi College,Jorhat,Arts/Science College,http://www.drnabinbordoloicollege.org/,www.drnabinbordoloicollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Dudhnoi College,Goalpara,Arts/Science College,https://dudhnoicollege.ac.in/,dudhnoicollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Duliajan College,Duliajan,Arts/Science College,https://www.duliajancollege.in/,www.duliajancollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Gargaon College,Sivasagar,Arts/Science College,https://gargaoncollege.ac.in/,gargaoncollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Goalpara College,Goalpara,Arts/Science College,https://www.goalparacollege.ac.in/,www.goalparacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Gogamukh College,Dhemaji,Arts/Science College,https://gogamukhcollege.net/,gogamukhcollege.net,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Golaghat Commerce College,Golaghat,Arts/Science College,https://golaghatcommercecollege.org/,golaghatcommercecollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Goreswar College,Goreswar,Arts/Science College,https://goreswarcollege.ac.in/,goreswarcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Government Model College Deithor,Deithor,Arts/Science College,https://gmcdeithor.ac.in/,gmcdeithor.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Guwahati College,Guwahati,Arts/Science College,https://www.guwahaticollege.org.in/,www.guwahaticollege.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Haflong Government College,Haflong,Arts/Science College,https://haflonggovtcollege.ac.in/,haflonggovtcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Hatsingimari College,Hatsingimari,Arts/Science College,https://hatsingimaricollege.ac.in/,hatsingimaricollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Hemo Prova Borbora Girls' College,Golaghat,Arts/Science College,https://hpbgirlscollege.edu.in/,hpbgirlscollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Icon Commerce College,Guwahati,Arts/Science College,https://iconcommercecollege.in/,iconcommercecollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
J.D.S.G. College,Bokakhat,Arts/Science College,https://jdsgcollege.edu.in/,jdsgcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Jagiroad College,Jagiroad,Arts/Science College,https://www.jagiroadcollege.co.in/,www.jagiroadcollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Jhanji Hemnath Sarma College,Jhanji,Arts/Science College,https://jhanjihnscollege.edu.in/,jhanjihnscollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Jorhat College,Jorhat,Arts/Science College,https://jorhatcollege.org/,jorhatcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Jorhat Kendriya Mahavidyalaya,Jorhat,Arts/Science College,https://www.jorhatkendriyamahavidyalaya.in/,www.jorhatkendriyamahavidyalaya.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
K. R. B. Girl's College,Guwahati,Arts/Science College,https://krbgirlscollege.ac.in/,krbgirlscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
K.K. Handique Govt. Sanskrit College,Guwahati,Arts/Science College,https://www.kkhgsc.in/,www.kkhgsc.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
