University Name,City,Category,Website,Website Domain,Confidence,Source
Himachal Institute of Engineering,Paonta Sahib,Engineering Colleges,https://www.hitech.ac.in/,www.hitech.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Himachal Institute of Engineering and Technology,Kangra,Engineering Colleges,https://hiet.co.in/,hiet.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Himalayan Institute of Engineering and Technology,Sirmour,Engineering Colleges,https://hgpi.in/,hgpi.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
IITT College of Engineering,Sirmour,Engineering Colleges,https://www.iittindia.com/,www.iittindia.com,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
"Institute of Engineering and Emerging Technologies, Baddi",Baddi,Engineering Colleges,https://www.baddiuniv.ac.in/,www.baddiuniv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
K.C. Institute of Engineering and Technology,Una,Engineering Colleges,https://www.kcinstitutes.com/,www.kcinstitutes.com,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
L.R. Institute of Engineering & Technology,Solan,Engineering Colleges,https://lrinstitutes.com/,lrinstitutes.com,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Mahant Ram Institute of Technology College of Engineering and Management,Hamirpur,Engineering Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
SAI Ram Educational Trust Group of Institutions,Hamirpur,Engineering Colleges,https://www.sairamedutech.org/,www.sairamedutech.org,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
"School of Engineering & Technology, Bahra University",Waknaghat,Engineering Colleges,https://bushimla.in/,bushimla.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Shiva Institute of Engineering and Technology,Bilaspur,Engineering Colleges,https://www.siethp.in/,www.siethp.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Sirda Institute of Engineering and Emerging Technology for Women,Mandi,Engineering Colleges,https://www.sirda.in/,www.sirda.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
T. R. Abhilashi Memorial Institute of Engineering and Technology,Mandi,Engineering Colleges,https://tramiet.in/,tramiet.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Vaishno College of Engineering,Kangra,Engineering Colleges,https://www.vaishno.edu.in/,www.vaishno.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Bhojia Dental College & Hospital,Solan,Dental Colleges,https://dental.bhojiamededu.com/,dental.bhojiamededu.com,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Himachal Institute of Dental Sciences,Paonta Sahib,Dental Colleges,https://www.hids.ac.in/,www.hids.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Himachal Pradesh Dental College,Mandi,Dental Colleges,https://hdc.ac.in/,hdc.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
M.N.D.A.V. Dental College & Hospital,Solan,Dental Colleges,http://www.davdcsolan.org/,www.davdcsolan.org,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Dr. Radhakrishnan Government Medical College,Hamirpur,Medical Colleges,https://www.rgmchamirpur.org/,www.rgmchamirpur.org,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
"Dr. Rajender Prasad Govt. Medical College, Kangra",Kangra,Medical Colleges,https://rpgmc.ac.in/,rpgmc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Dr. Yashwant Singh Parmar Government Medical College,Sirmaur,Medical Colleges,http://www.yspgmc.org/,www.yspgmc.org,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Indira Gandhi Medical College and Hospital,Shimla,Medical Colleges,http://www.igmcshimla.edu.in/,www.igmcshimla.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Maharishi Markandeshwar Medical College & Hospital,Solan,Medical Colleges,https://mmmch.mmusolan.org/,mmmch.mmusolan.org,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Solan Homoeopathic Medical College & Hospital,Solan,Medical Colleges,https://www.solanhomoeocollege.in/,www.solanhomoeocollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Abhilashi Group of Institutions School of Pharmacy,Mandi,Pharmacy Colleges,http://www.abhilashi-edu.in/,www.abhilashi-edu.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
DDM College of Pharmacy,Una,Pharmacy Colleges,https://ddmpharmacyuna.com/,ddmpharmacyuna.com,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Dreamz College of Pharmacy,Mandi,Pharmacy Colleges,https://www.dreamzedu.in/,www.dreamzedu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
"Govt. College of Pharmacy, Shimla",Shimla,Pharmacy Colleges,https://gcprohru.ac.in/,gcprohru.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Govt. Pharmacy College Seraj,Mandi,Pharmacy Colleges,https://gpcseraj.ac.in,gpcseraj.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Himachal Institute of Pharmaceutical Education & Research,Hamirpur,Pharmacy Colleges,https://www.hiper.co.in,www.hiper.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Himachal Institute of Pharmacy,Sirmour,Pharmacy Colleges,https://www.pharmacycollege.ac.in,www.pharmacycollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Himalayan Institute of Pharmacy,Sirmour,Pharmacy Colleges,http://www.hpi.ac.in,www.hpi.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
IEC School of Pharmacy,Solan,Pharmacy Colleges,https://iecuniversity.ac.in/school-of-pharmacy/,iecuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
KC Institute of Pharmaceutical Sciences,Una,Pharmacy Colleges,https://www.kcinstitutes.com,www.kcinstitutes.com,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
L.R. Institute of Pharmacy,Solan,Pharmacy Colleges,https://lrpharmacy.com,lrpharmacy.com,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Laureate Institute of Pharmacy,Kangra,Pharmacy Colleges,https://www.laureateinstitute.in,www.laureateinstitute.in,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Sai Ram Education Trust's College of B. Pharmacy,Hamirpur,Pharmacy Colleges,https://www.sairamedutech.org,www.sairamedutech.org,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Vinyaka College of Pharmacy,Kullu,Pharmacy Colleges,http://www.vinayakapharmacy.com,www.vinayakapharmacy.com,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Akal College of Nursing,Sirmour,Ayurveda / Nursing,https://www.akalcollegeofnursing.com,www.akalcollegeofnursing.com,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
College of Ayurvedic Pharmaceutical Sciences,Jogindernagar,Ayurveda / Nursing,https://coapsjogindernagar.com,coapsjogindernagar.com,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
Rajiv Gandhi Govt. Ayurvedic College Paprola,Kangra,Ayurveda / Nursing,https://paprolaayurved.org,paprolaayurved.org,high,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
TQM World Institution of Quality Excellence,Solan,Other Institutions,,,low,wikipedia:List_of_institutions_of_higher_education_in_Himachal_Pradesh
